city,km5,km10,km15,km20,hm,km25,km30,km35,km40,time,cat,place,cat_place
Vlissingen,1450,2879,4309,5744,6064,7189,8645,10098,11589,12228,M40,1349,274
Assendelft,1521,2976,4431,5889,6218,7370,8953,10566,12226,12965,M40,2338,472
's-Hertogenbosch,1888,3754,5621,7429,7798,9030,10641,12273,13935,14624,MSR,4870,962
Rotterdam,1454,2911,4368,5836,6164,7330,8882,10624,12760,13555,MSR,2926,635
Almere,1927,3824,5722,7736,8197,9715,11712,13949,16436,17476,M35,7150,818
Madrid,1882,3782,5683,7602,8033,9512,11670,13939,16554,17591,MSR,7226,1290
Kolsås,1394,2780,4166,5554,5864,6956,8362,9794,11315,11953,M45,1175,225
Alcobendas,1348,2668,3988,5308,5606,6628,7997,9354,10845,11532,M45,808,143
Aalsmeer,1636,3282,4928,6575,6939,8225,9883,11601,13402,14172,M35,3860,535
's-Gravenhage,1734,3432,5131,6810,7187,8506,10186,11983,13870,14663,MSR,5020,988
Warsaw,1137,2258,3379,4509,4765,5655,6794,7926,9103,9604,MSR,142,79
Spijkenisse,1538,3032,4526,6016,6345,7517,9052,10674,12575,13377,MSR,2761,606
Hendrik-Ido-Ambacht,1820,3648,5476,7291,7706,9122,10922,12754,14670,15457,M40,5818,1068
BB lopers,1186,2387,3589,4794,5061,5992,7201,8394,9616,10141,MSR,244,109
Harderwijk,1464,2930,4396,5837,6154,7256,8681,10097,11518,12121,M35,1383,242
Rotterdam Atletiek,1388,2771,4154,5533,5837,6912,8287,9660,11044,11636,M35,868,155
Dublin,1559,3026,4494,5908,6215,7280,8672,10030,11440,12061,M45,1437,266
Maassluis,1673,3351,5030,6752,7176,8682,10928,13850,16474,17413,MSR,7089,1267
Kilkenny,1207,2391,3576,4778,5035,5970,7133,8258,9447,9977,M40,210,27
Wicklow,1004,2061,3119,4184,4427,5304,6440,7596,8869,9361,MSR,116,73
Leiden,1775,3497,5219,6922,7301,8614,10302,12029,13728,14432,M50,4746,551
Scarborough,1736,3397,5058,6785,7161,8512,10295,12147,14174,15032,M45,5278,912
Dutch Runners Gold,1847,3730,5614,7517,7939,9456,11394,13345,15368,16180,M40,6461,1150
Avelgem,1516,2965,4414,5812,6120,7189,8534,9878,11322,11907,MSR,1258,311
Avelgem,1515,2964,4414,5811,6118,7188,8562,9969,11434,12066,MSR,1388,341
Elst Gld,1573,3060,4548,6042,6375,7564,9114,10763,12481,13202,M35,2468,387
Herent,1434,2805,4176,5542,5843,6908,8267,9636,11044,11643,MSR,963,255
Rotterdam,1528,3197,4867,6535,6890,8153,9778,11492,13242,14001,M45,3873,703
Schiedam,1708,3387,5066,6761,7146,8533,10655,13057,15685,16760,M40,6740,1184
Fortuna,1723,3487,5252,7074,7509,9008,10990,13181,15562,16633,M40,6617,1172
Dordrecht,1494,2953,4412,5827,6147,7262,8673,10317,12118,12907,M35,2321,363
Hoorn Nh,1764,3531,5298,7067,7455,8837,10639,12505,14466,15337,M40,5668,1046
Rotterdam,1662,3327,4993,6659,7028,8302,9955,11626,13319,14060,M40,3818,757
Middelburg,1544,3039,4535,6026,6363,7552,9093,10626,12226,12916,M35,2172,341
Groningen Atletiek,1560,3126,4692,6257,6604,7847,9454,11092,12800,13542,M65,3227,17
Rossum Gld,1577,3166,4755,6312,6657,7863,9444,11024,12646,13351,M35,3111,454
Rhoon,1722,3426,5130,6896,7285,8752,10790,12853,15204,16069,M35,6309,760
Delft,1464,2928,4393,5894,6239,7458,9116,10955,13003,13799,M55,3349,153
AV Wijchen,1817,3656,5496,7352,7805,9227,11041,13210,15653,16875,M40,6864,1194
Rotterdam,1145,2338,3531,4786,5083,6145,7671,9321,11137,12004,M35,1148,197
Apeldoorn,1746,3466,5187,6895,7266,8593,10299,12046,13842,14636,M55,5030,253
Mostoles,1421,2752,4083,5422,5717,6767,8150,9525,11001,11648,MSR,1000,265
Spark,1462,2835,4208,5612,5929,7045,8478,9942,11491,12157,M50,1348,127
Amstelveen,1670,3368,5066,6793,7185,8586,10396,12357,14432,15361,M45,5499,932
Bewdley,1862,3744,5627,7506,7934,9389,11266,13185,15208,16051,M60,6377,145
Vlaardingen,1571,3165,4760,6351,6704,7938,9548,11206,12874,13600,M40,2997,589
Rotterdam,1586,3182,4779,6386,6750,8083,9889,12027,14117,14995,MSR,5255,1023
Hoogvliet Rotterdam,1498,2929,4361,5810,6130,7340,8800,10276,11875,12574,M35,1806,298
Spijkenisse,1465,2906,4348,5796,6114,7259,8698,10110,11537,12180,M40,1358,276
Amsterdam,1674,3392,5110,6988,7542,9259,11686,14756,17316,18358,M60,7341,191
Krimpen aan den IJssel,1671,3215,4759,6261,6612,7877,9477,11143,12984,13750,MSR,3649,756
Wilnis,1759,3438,5117,6850,7249,8660,10529,12476,14601,15541,M45,5932,991
's-Gravenhage,1795,3574,5354,7143,7550,8959,10773,12869,15069,15928,MSR,6247,1153
Fortuna,1602,3206,4810,6458,6825,8089,9717,11350,13077,13791,M50,3296,376
Torrejon De Ardoz,1136,2272,3409,4569,4832,5746,6907,8058,9219,9698,M40,154,14
Halsteren,1686,3411,5137,6952,7365,8816,10730,12674,14826,15739,M60,5898,130
's-Gravenhage,1757,3498,5240,7011,7409,8850,10676,12592,14693,15584,M45,6020,1013
Arnhem,1744,3483,5223,7028,7456,8889,10812,13050,15262,16159,MSR,6394,1177
Spado,1486,3005,4524,6002,6326,7510,9167,11078,13195,14055,M35,3773,526
Almere,1416,2742,4069,5447,5750,6807,8153,9508,10910,11499,M35,841,151
Spijkenisse,1590,3136,4682,6221,6574,7832,9443,11083,12739,13417,M45,2814,518
Rotterdam,1759,3579,5400,7287,7739,9254,11439,13915,16528,17423,M60,7107,185
Aalsmeer,1587,3149,4711,6281,6642,7899,9469,11074,12749,13453,M35,3035,445
Spijkenisse,1604,3190,4777,6379,6734,7978,9576,11097,12638,13318,MSR,2833,620
Arnhem,1660,3245,4831,6459,6824,8091,9760,11461,13311,14079,M45,4111,738
Yecla,1159,2335,3511,4702,4970,5928,7237,8536,9833,10369,M40,302,49
Rotterdam,1548,3015,4482,5920,6237,7367,8815,10266,11757,12389,MSR,1611,394
Schiedam,1295,2613,3931,5257,5553,6596,7944,9344,10944,11635,M40,861,177
Huizen,1801,3605,5410,7259,7661,9328,11263,13289,15557,16495,M60,6725,171
Loopgroep Nienoord,1730,3461,5192,6931,7323,8692,10434,12160,13930,14700,M45,4905,854
Fortuna,1662,3336,5011,6700,7074,8365,10027,11755,13495,14264,M55,4028,186
Vries,1760,3498,5236,7014,7423,8868,10762,12849,15093,16096,M45,6177,1040
Groningen,1781,3559,5338,7127,7518,8937,10665,12686,15114,16043,M45,6336,1062
Fortuna,1372,2753,4134,5555,5872,6980,8399,9858,11473,12234,M35,1325,234
AV '47,1506,2965,4425,5886,6214,7353,8826,10315,11887,12558,M35,1862,308
Sparta,1417,2897,4378,5884,6238,7491,9147,10947,13016,13993,M40,3743,739
Vitoria-Gasteiz,1179,2357,3535,4702,4967,5885,7060,8226,9428,9944,M35,200,44
Rotterdam Atletiek,1541,3138,4736,6406,6789,8158,10009,12007,14251,15265,M65,5284,40
Stiens,1425,2846,4267,5740,6073,7270,8866,10650,12477,13218,M40,2602,519
Oegstgeest,1829,3685,5541,7400,7814,9239,11059,12862,14707,15431,M45,5771,964
Spijkenisse,1606,3194,4782,6315,6657,7856,9423,11008,12694,13444,M50,2974,335
Estepona,1888,3807,5726,7646,8074,9555,11481,12661,13842,14612,M35,4990,658
Gorinchem,1839,3739,5639,7579,8016,9620,11764,14218,16630,17661,M45,7197,1176
Delft,1556,3140,4724,6333,6690,7957,9568,11258,13110,13955,MSR,3514,734
Dutch Runners Gold,1797,3592,5387,7198,7616,9171,11166,13280,15408,16239,M50,6401,735
Spijkenisse,1714,3435,5157,6818,7183,8470,10190,11958,13995,14861,M55,5157,258
Vlaardingen,1435,2830,4225,5640,5960,7087,8571,10114,11960,12776,MSR,2019,471
EUR Roadrunners,1744,3405,5067,6730,7099,8393,10267,12139,13968,14695,M45,4917,858
Rotterdam,1965,4021,6077,8389,8934,10879,13510,16119,18780,19856,M50,7520,851
Amsterdam,1553,3050,4548,6046,6384,7581,9185,11041,13215,13991,M50,3610,409
Fortuna,1623,3257,4891,6524,6894,8167,9809,11452,13144,13866,M40,3403,674
THOR,1631,3281,4931,6624,6996,8309,9979,11608,13232,13931,M40,3494,689
's-Hertogenbosch,1661,3242,4823,6399,6749,8021,9678,11311,13019,13738,M40,3317,654
Middelburg,1517,2965,4413,5862,6183,7327,8824,10427,12331,13179,M55,2609,109
Dordrecht,1906,3769,5633,7588,8070,9607,11561,13798,16335,17420,M45,7099,1162
Fortuna,1864,3769,5675,7540,7985,9447,11492,13576,15839,16760,M55,6853,374
Spado,1666,3359,5053,6794,7173,8639,10612,12635,14777,15641,M45,5832,972
Rotterdam,1309,2650,3991,5371,5687,6814,8277,9783,11362,12042,M40,1193,248
Amsterdam,1346,2679,4012,5365,5668,6711,8033,9389,10846,11424,M40,804,162
Bergen op Zoom,1670,3280,4890,6507,6868,8177,9879,11710,14023,14943,MSR,5262,1024
Capelle aan den IJssel,1438,2827,4216,5638,5971,7133,8762,10677,12738,13689,M60,3272,58
Rotterdam,1173,2380,3588,4827,5113,6102,7386,8718,10153,10763,M40,470,90
's-Gravenhage,1483,2896,4310,5782,6147,7337,8830,10373,12011,12700,MSR,1900,446
Schoonhoven,1606,3225,4844,6486,6863,8157,9813,11547,13413,14224,M50,3933,448
Roosendaal,1640,3356,5072,6790,7191,8530,10237,11903,13626,14303,M40,4242,833
AV '56,1651,3308,4965,6627,6993,8281,9977,11706,13432,14181,M40,4132,812
Biesme,1197,2396,3595,4808,5085,6061,7322,8591,9942,10516,M45,340,32
Rotterdam,1547,3042,4537,6033,6393,7626,9258,11207,13211,14041,M45,3782,686
Loosbroek,1679,3342,5005,6658,7019,8299,9973,11700,13608,14467,M55,4583,219
Vlaardingen,1484,2931,4378,5806,6129,7257,8718,10296,12184,12957,M40,2118,426
Assen,1726,3530,5335,7414,7923,9763,12183,14804,17348,18326,M50,7356,840
Hercules,1548,3038,4528,6035,6371,7552,9089,10658,12252,12923,M45,2110,390
Rotterdam,1968,3954,5940,7915,8339,9883,11886,13910,16025,16843,MSR,6919,1245
Capelle aan den IJssel,1732,3490,5249,7010,7411,8794,10617,12526,14787,15803,M45,6183,1041
Goirle,1725,3394,5063,6736,7108,8373,10005,11647,13374,14089,M35,4010,557
EUR Roadrunners,1266,2538,3810,5080,5399,6407,7719,9069,10538,11144,MSR,631,197
Goiania,1534,3039,4545,6045,6387,7573,9131,10793,12575,13261,M40,2727,545
Rotterdam,1528,3036,4545,6057,6391,7573,9100,10648,12244,12922,M45,2068,385
Bourtange,1500,2962,4424,5896,6223,7382,8881,10376,11914,12573,M45,1870,356
East Grinstead,1448,2834,4220,5621,5939,7056,8524,10082,11748,12485,MSR,1817,427
Papendrecht,1734,3409,5085,6798,7197,8543,10359,12259,14424,15273,M45,5611,945
Spijkenisse,1866,3752,5638,7543,7977,9521,11616,14008,16374,17342,M40,7051,1219
Marrum,1661,3360,5059,6721,7084,8351,10031,11795,13785,14728,MSR,4922,969
Rotterdam,1568,3133,4699,6270,6618,7839,9477,11205,13104,13953,M35,3702,518
Cadier en Keer,1466,2942,4419,5936,6273,7476,9081,10750,12510,13224,M45,2552,466
Rotterdam Atletiek,1469,2957,4446,5936,6270,7440,8963,10484,12040,12716,M45,1854,355
Voorhout,1250,2531,3812,5115,5406,6449,7818,9232,10753,11396,M45,764,129
Rotterdam,1702,3397,5092,6815,7229,8809,10941,13377,15866,16900,M50,6819,781
Barendrecht,1888,3780,5673,7592,8026,9543,11494,13459,16089,17332,M40,7133,1226
Tilburg,1576,3093,4610,6226,6615,8048,9836,11709,13671,14440,M40,4816,925
Eijsden,1566,3128,4690,6300,6661,7958,9713,11597,13631,14511,M45,4561,813
Geervliet,1901,3798,5695,7598,8022,9538,11520,13529,15574,16457,M45,6527,1086
Fortuna,1587,3163,4740,6314,6659,7879,9437,10987,12933,13793,M45,3438,623
Fortuna,1816,3597,5379,7093,7488,8812,10647,12626,14604,15435,MSR,5827,1106
Tholen,1635,3249,4863,6520,6885,8161,9805,11496,13283,14035,MSR,3783,779
Spark,1650,3295,4941,6582,6945,8233,9947,11820,13980,14895,MSR,5021,989
Krimpen aan den IJssel,1616,3249,4882,6504,6874,8205,9972,11810,13746,14545,MSR,4827,953
Hellas,1615,3227,4840,6511,6887,8239,10017,12117,14283,15122,M55,5200,261
Heerhugowaard,1829,3650,5472,7305,7719,9155,10994,12868,14865,15675,M45,6012,1011
Hallum,1661,3359,5058,6721,7084,8350,10030,11795,13646,14382,MSR,4502,904
Rotterdam,1446,2944,4442,6006,6372,7751,9524,11602,13894,14751,M55,4740,228
Creteil,1491,2913,4335,5767,6088,7188,8602,10000,11468,12092,M35,1313,230
Nijmegen,1644,3239,4835,6411,6773,8018,9681,11239,12719,13307,M40,3152,619
Roma,1444,2914,4385,5883,6218,7416,9110,10942,12617,13319,M45,2584,473
Hellevoetsluis,1342,2677,4013,5362,5655,6693,8025,9372,10790,11392,M35,762,141
Lutten,1654,3333,5013,6809,7266,8853,11143,14112,17014,18149,M40,7304,1246
Rotterdam,1645,3281,4918,6537,6903,8214,9929,11709,13536,14295,M35,4305,588
Delft,1562,3143,4725,6338,6698,7991,9675,11423,13237,14030,M45,3618,656
avVN,1618,3181,4744,6315,6666,7889,9484,11062,12649,13294,M40,2655,530
Rotterdam,1661,3247,4834,6382,6717,7911,9460,11052,12754,13463,MSR,3144,672
Rotterdam,1661,3247,4833,6375,6714,7907,9431,10962,12551,13230,MSR,2798,611
Zuid-Beijerland,1598,3171,4745,6386,6761,8095,9927,12250,14512,15460,MSR,5536,1069
Bergschenhoek,1803,3550,5297,7003,7381,8701,10408,12173,14074,14848,M45,5174,899
Vlissingen,1758,3518,5278,7076,7478,9089,11401,14237,16828,17871,M35,7252,829
Aalsmeer,1380,2814,4248,5755,6103,7333,8907,10572,12371,13108,M35,2277,356
Lochem,1922,4158,6395,8527,9001,10746,13272,16200,19273,20476,M55,7533,416
Dutch Runners Gold,1455,2854,4253,5649,5964,7089,8682,10516,12498,13300,M45,2780,512
Attila,1692,3397,5103,6802,7183,8527,10213,11915,13623,14322,MSR,4337,874
Rotterdam,1831,3655,5479,7353,7815,9247,11179,13232,15434,16338,M50,6655,762
STAP,1879,3750,5621,7497,7924,9430,11304,13370,15441,16300,M55,6628,362
Spijkenisse,1702,3435,5168,6949,7349,8838,10877,13117,15623,16663,M45,6661,1111
Hendrik-Ido-Ambacht,1760,3519,5279,7076,7480,9089,11402,14238,16828,17871,MSR,7251,1293
Veere,1465,2972,4480,6086,6476,7843,9591,11463,13428,14239,M45,3987,721
BB lopers,1080,2201,3322,4465,4721,5620,6811,8044,9356,9920,MSR,198,95
Coevorden,1834,3720,5606,7574,8033,9728,11797,14146,16481,17377,M55,7167,393
Bergschenhoek,1845,3834,5824,7932,8504,10283,12586,15141,17770,18883,M55,7412,408
Ermelo,1356,2712,4069,5460,5770,6864,8278,9792,11601,12423,M35,1652,277
Rotterdam,1658,3362,5066,6757,7134,8474,10162,11863,13571,14274,M40,4346,858
Duesseldorf,1201,2402,3603,4810,5082,6037,7233,8428,9643,10147,MSR,248,112
Alblasserdam,1880,3728,5577,7580,8028,9644,11975,14754,17361,18309,M45,7352,1195
Millingen aan de Rijn,1748,3444,5140,6827,7205,8541,10235,11953,13727,14474,M35,4806,638
Stein Lb,1297,2595,3894,5229,5538,6620,8089,9616,11313,12038,M45,1229,236
Vlaardingen,1496,2972,4449,5940,6265,7437,8931,10471,12024,12649,M45,2008,376
Friesland,1400,2892,4385,5941,6299,7517,9121,10790,12465,13155,M55,2310,88
Haag Atletiek,1324,2712,4101,5480,5785,6853,8238,9653,11350,12099,M45,1271,240
Northallerton,1482,2904,4327,5799,6137,7331,8920,10712,12671,13408,M50,2773,299
Puttershoek,1330,2680,4031,5422,5716,6767,8079,9452,10814,11374,M40,723,144
Ridderkerk,1707,3440,5173,6943,7344,8744,10563,12542,14704,15675,M60,5721,120
Rome,1385,2762,4140,5536,5846,6942,8344,9741,11150,11733,M50,1004,88
PAC,1671,3325,4980,6679,7069,8435,10328,13026,15349,16299,M45,6292,1055
AV Gouda,1189,2397,3606,4849,5134,6132,7447,8800,10217,10834,M40,501,94
avVN,1923,3829,5735,7678,8107,9637,11553,13528,15927,16865,M55,6898,376
Renkum,1606,3221,4836,6521,6905,8264,10063,12064,14314,15241,M60,5279,107
Hoogvliet Rotterdam,1814,3705,5596,7521,7962,9479,11471,13413,15402,16172,MSR,6311,1167
Woerden,1600,3132,4665,6171,6513,7698,9213,10723,12310,12970,MSR,2384,535
Breda,1653,3285,4918,6540,6905,8137,9710,11345,13105,13854,M50,3631,414
Loopgroep PK,1531,3018,4505,6009,6358,7568,9098,11637,14176,14976,M40,5106,966
Berkel en Rodenrijs,1687,3391,5095,6837,7232,8648,10570,12782,15159,16121,M40,6193,1117
Faervik,1599,3179,4759,6286,6618,7839,9390,10994,12591,13286,M40,2624,524
Oostmalle,1956,3945,5934,8090,8688,10874,13338,16066,18773,19784,M40,7510,1273
Rotterdam,1656,3293,4930,6600,7014,8498,10378,12440,14543,15303,M40,5375,1005
Tencin,1176,2364,3552,4754,5030,5983,7249,8537,9864,10449,M35,324,62
Spijkenisse,1649,3315,4982,6684,7071,8445,10259,12307,14586,15512,M55,5651,295
Rotterdam,1454,2911,4368,5836,6164,7326,8844,10383,11991,12690,M35,1812,299
Delft,1290,2556,3823,5092,5372,6373,7634,8886,10149,10682,MSR,420,146
Goes,1597,3183,4769,6332,6683,7910,9504,11202,12999,13788,M45,3604,653
's-Gravenhage,1426,2893,4361,5835,6163,7318,8810,10382,12116,12794,M40,2181,439
Energie,1486,2957,4429,5959,6333,7625,9353,11179,13039,13807,M50,3357,381
Loopgroep Athletic Point,1728,3456,5185,6883,7272,8587,10219,11864,13547,14228,M45,4419,786
Rotterdam,1769,3526,5283,7070,7472,8952,10784,12777,14877,15723,M45,6099,1030
Leiden,1341,2618,3896,5211,5505,6592,8000,9580,11293,11956,MSR,1262,313
Dirksland,1523,3129,4735,6317,6675,7944,9747,11576,13533,14298,M40,4358,860
Puttershoek,1839,3630,5421,7207,7602,8998,10874,13180,15425,16335,MSR,6649,1197
PAC,1422,2837,4253,5702,6031,7184,8684,10235,12126,12885,M55,2025,71
Terneuzen,1587,3094,4601,6105,6442,7605,9134,10699,12345,13051,M55,2385,94
Hombeek,1599,3129,4659,6262,6614,7868,9509,11211,9085,13669,M45,3202,579
PAC,1532,3024,4516,5988,6325,7465,8905,10397,12049,12786,M40,2077,419
Rotterdam,1569,3087,4606,6062,6401,7545,9021,10498,12125,12808,M40,2020,404
AV Zeewolde,1177,2391,3606,4864,5145,6146,7442,8718,10016,10570,M50,358,16
Levallois-perret,1720,3336,4952,6554,6927,8197,9862,11753,14000,14898,M45,5064,883
Dutch Runners Gold,1442,2860,4278,5706,6032,7170,8675,10230,12225,13181,M40,2535,510
Hattem,1768,3561,5355,7201,7615,9137,11167,13234,15412,16346,M60,6566,162
Sao Jose Rio Preto,1842,3638,5434,7235,7735,9239,11140,13135,15124,15972,M55,6321,347
Renkum,1826,3635,5444,7281,7728,9191,11249,13544,15779,16679,M50,6747,774
Roosendaal,1625,3249,4873,6507,6868,8140,9765,11430,13152,13883,M40,3758,743
Tremelo,1642,3292,4942,6592,6957,8263,9970,11803,13710,14464,MSR,4457,899
Hesseng,1164,2319,3474,4626,4890,5799,7011,8241,9573,10140,MSR,246,110
's-Gravenhage,1727,3406,5085,6742,7107,8406,10113,11810,13600,14360,M40,4602,892
Genemuiden,1693,3394,5096,6789,7165,8513,10205,12019,13672,14396,M35,4495,603
Rotterdam,1412,2929,4447,6087,6565,8021,9970,12089,14218,15073,M40,5204,983
Santiago,1563,3013,4463,5888,6219,7334,8746,10137,11565,12155,M65,1356,2
Rotterdam,1587,3147,4708,6271,6619,7817,9416,11089,12834,13581,M40,3074,607
Ridderkerk,1909,3831,5753,7747,8185,9726,11805,13918,16132,17093,MSR,6998,1255
Bergschenhoek,1832,3662,5493,7475,7962,9677,12110,14869,17595,18726,MSR,7406,1319
Leidschendam,1429,2894,4360,5899,6244,7440,8959,10556,12394,13177,M60,2425,43
Waterweg,1656,3334,5012,6709,7086,8427,10267,12375,14772,15677,M50,5853,684
Waddinxveen,1586,3147,4708,6271,6618,7906,9594,11379,13218,13963,MSR,3634,754
Dordrecht,1869,3677,5486,7293,7699,9161,11204,13446,15806,16792,MSR,6831,1229
Rotterdam,1895,3844,5793,7770,8233,9855,11923,14032,16293,17212,M40,7030,1217
Rozenburg Zh,1627,3258,4890,6513,6913,8192,9881,11608,13422,14234,MSR,4096,835
Fortuna,1774,3523,5272,6998,7385,8785,10593,12474,14497,15371,M35,5641,711
Capelle aan den IJssel,1661,3324,4988,6652,7017,8322,10036,11901,14085,14982,M45,5178,901
Rotterdam,1855,3728,5602,7526,7934,9441,11563,13929,16599,17651,M35,7235,827
Loopvereniging TOF,1630,3306,4982,6628,6987,8247,9871,11479,13054,13701,M45,3266,590
Twello,1376,2763,4150,5527,5830,6899,8274,9616,11039,11661,M35,896,159
Terni,1393,2866,4339,5809,6136,7274,8741,10219,11682,12281,M40,1363,277
London,1612,3248,4885,6548,6931,8282,10054,11984,14547,15403,M50,5714,671
Berlin,1470,2921,4372,5847,6178,7353,8883,10471,12237,12909,MSR,2175,500
Fortuna,1688,3424,5160,7224,7639,9189,11311,13796,15942,16889,M60,6771,173
Berlin,1467,2899,4331,5777,6093,7201,8592,9995,11455,12085,MSR,1310,323
Champhol,1379,2715,4051,5409,5714,6781,8153,9544,10991,11595,M50,913,74
Mijnsheerenland,1631,3208,4786,6368,6725,7966,9588,11292,13099,13844,M40,3457,683
Loopgroep Goirle,1527,3028,4529,6038,6376,7560,9138,10787,12542,13294,M45,2753,508
Hoogvliet Rotterdam,1767,3636,5506,7372,7787,9252,11140,13089,15123,15955,M45,6160,1039
Dutch Runners Gold,1664,3387,5111,6948,7346,8775,10632,12608,14628,15500,M60,5655,118
Hoogvliet Rotterdam,1727,3489,5251,7126,7554,9048,11110,13330,15706,16762,M50,6787,779
Capelle aan den IJssel,1588,3075,4563,6040,6364,7509,8966,10484,12303,13042,M35,2328,366
Rotterdam,1627,3176,4726,6264,6612,7839,9536,11616,13888,14836,M35,4918,650
Zuid-Beijerland,1935,3892,5850,8192,8758,10691,13209,15741,18630,19680,MSR,7504,1335
Spijkenisse,1673,3322,4971,6669,7051,8397,10085,11833,13636,14394,M35,4629,616
Vlaardingen,1553,3114,4676,6213,6557,7763,9386,11212,13130,13918,M50,3852,440
Madrid,1234,2476,3718,4975,5258,6241,7487,8758,10150,10753,M40,467,89
Ramat Hasharon,1279,2552,3826,5095,5375,6364,7633,8898,10177,10733,M50,454,29
London,1613,3249,4885,6551,6930,8285,10115,12172,14336,15242,M45,5524,935
Sommelsdijk,1661,3349,5037,6760,7159,8512,10391,12671,15044,16016,MSR,6221,1151
Berlin,1202,2421,3641,4871,5147,6114,7398,8752,10202,10838,M40,504,95
Kumamoto-city,1750,3658,5567,7729,8269,10187,12768,15642,18339,19448,M55,7479,412
Maisons Laffitte,1285,2492,3699,4904,5163,6110,7335,8571,9819,10341,M35,326,64
Papendrecht,1847,3929,6011,8458,8994,10958,13432,16191,18774,19767,M40,7492,1269
London,1496,3005,4514,6077,6442,7750,9569,11945,14580,15633,M35,5812,723
Groene Ster,1664,3274,4885,6530,6886,8146,9752,11381,13115,13871,M45,3665,669
Beverlo,1603,3074,4545,5988,6303,7415,8824,10221,11672,12255,M35,1705,284
De Liemers,1507,3013,4520,6037,6377,7587,9162,10775,12437,13136,M50,2446,262
Amsterdam,1481,2931,4381,5891,6224,7440,9157,10765,12568,13344,MSR,2675,587
AV Wijchen,1816,3656,5496,7353,7807,9258,11264,13473,15908,16996,M55,6934,378
London,1442,2805,4168,5533,5843,6923,8317,9840,11428,12074,M35,1284,222
Wormer,1837,3653,5469,7312,7736,9206,11088,13135,15295,16235,M40,6438,1148
Nieuw-Vennep,1857,3715,5574,7440,7850,9324,11263,13217,15276,16149,M40,6463,1151
Prins Hendrik,1402,2745,4089,5468,5770,6840,8220,9599,10993,11631,M45,919,171
Rotterdam,1713,3440,5167,6884,7265,8579,10268,11897,13469,14111,MSR,3724,764
Rotterdam,1353,2689,4025,5404,5707,6778,8168,9770,11801,12647,MSR,1922,454
Barneveld,1778,3563,5348,7093,7499,8831,10571,12419,14444,15363,M45,5750,962
Vlaardingen,1721,3520,5320,7128,7539,9060,11172,13613,16358,17393,M55,7111,389
Rotterdam,1945,3874,5803,7736,8185,9666,11605,13701,16036,17099,M50,6986,806
Duiven,1518,2944,4371,5778,6105,7229,8679,10124,11627,12286,M55,1451,38
Dutch Runners Gold,1229,2441,3653,4878,5146,6097,7316,8573,9838,10381,MSR,310,128
Nieuwegein,1825,3619,5414,7191,7583,8939,10670,12487,14623,15539,MSR,5940,1121
Groene Ster,1585,3132,4679,6262,6614,7883,9588,11610,13997,14804,M50,4933,577
Barendrecht,1507,2992,4478,5971,6300,7471,8981,10541,12326,13053,M45,2242,415
Wauthier-braine,1440,2858,4276,5670,5986,7075,8467,9862,11273,11866,M40,1269,260
Madrid,1159,2304,3450,4603,4863,5778,6991,8270,9684,10269,MSR,276,119
Wernhout,1745,3485,5225,6939,7325,8663,10426,12156,13900,14634,MSR,4738,941
Capelle aan den IJssel,1853,3647,5441,7263,7681,9160,11071,13150,15382,16343,MSR,6589,1194
Rouveen,1630,3308,4987,6763,7178,8608,10607,12620,14868,15859,M45,5990,1006
