city,km5,km10,km15,km20,hm,km25,km30,km35,km40,time,cat,place,cat_place
Leiden,1773,3400,5027,6683,7083,8481,10268,12134,14074,14928,MSR,5219,1019
Heeswijk-Dinther,1534,3099,4664,6217,6602,7811,9379,11012,12597,13209,M35,2715,406
Rotterdam,1517,3194,4872,6698,7211,8829,10879,13335,15553,16483,MSR,6660,1199
Oud-Beijerland,1732,3412,5092,6849,7230,8592,10468,12631,15064,16035,M35,6331,762
Arnhem,1435,2804,4173,5531,5835,6912,8289,9724,11209,11850,M50,1165,105
Brussel,1599,3238,4878,6609,7001,8388,10127,12344,14459,15277,MSR,5427,1054
Appingedam,1993,4039,6086,8239,8888,10576,12740,15152,17652,18764,M45,7429,1203
Schiplaken,1189,2386,3583,4841,5123,6109,7403,8622,9863,10393,M35,379,69
Waltwilder,1522,3022,4522,5982,6305,7435,8866,10270,11676,12313,M50,1622,163
Almere,1706,3399,5093,6789,7163,8475,10161,12046,14083,14944,M40,5229,985
Nijmegen,1493,2964,4436,5918,6253,7388,8880,10462,12104,12816,M45,2130,395
Amsterdam,1466,2929,4392,5854,6186,7336,8817,10311,11852,12504,MSR,1845,433
Bergen op Zoom,1621,3237,4853,6488,6850,8131,9817,11565,13647,14567,M50,4845,563
's-Gravenhage,1456,2882,4309,5711,6021,7141,8652,10378,12319,13099,M45,2588,474
ATC '75,1626,3250,4875,6540,6927,8247,9981,11953,14113,14975,M55,5404,280
Milwaukee,1525,2865,4205,5520,5808,6809,8155,9484,10810,11347,MSR,770,226
Aachen,1604,3213,4822,6475,6849,8094,9677,11262,12818,13454,M40,3158,620
Oudorp Nh,1656,3331,5007,6718,7121,8516,10327,12297,14387,15301,M35,5391,693
's-Gravenhage,1753,3418,5084,6810,7227,8667,10544,12573,14480,15278,MSR,5601,1079
Prinsenbeek,1508,2975,4442,5921,6246,7400,8874,10367,11907,12551,M40,1833,373
Numansdorp,1725,3475,5225,7032,7500,9027,11032,13552,16332,17439,M40,7037,1218
Zaandam,1554,3141,4729,6331,6691,8009,9904,11920,14048,14885,M35,5159,676
Leeuwarden,1665,3338,5012,6701,7076,8359,10024,11716,13426,14148,M40,3995,789
's-Gravenhage,1608,3248,4889,6528,6887,8138,9723,11326,12920,13574,M45,3145,568
Apeldoorn,1630,3200,4771,6313,6656,7846,9386,11016,12722,13444,M50,2947,331
Get Running,1690,3409,5129,6843,7218,8524,10205,11876,13524,14202,M35,4285,585
Co. Waterford,1713,3454,5196,6977,7383,8819,10755,13443,15773,16677,MSR,6765,1212
ICS International BV - 1,1488,2952,4416,5877,6201,7342,8816,10412,12059,12755,M40,2042,409
ICS International BV - 1,1662,3348,5034,6848,7256,8971,10738,12762,14906,15749,M50,5886,690
ICS International BV - 1,1590,3222,4854,6502,6872,8161,9846,11528,13245,14026,MSR,3861,794
Brasschaat,1711,3461,5211,6994,7403,8861,10830,12926,15070,15923,M35,6224,755
ICS International BV - 1,1590,3222,4854,6502,6905,8421,10581,12580,14808,15678,MSR,5888,1114
Transtrend BV - 1,1454,2861,4268,5712,6023,7137,8596,10092,11747,12440,MSR,1704,411
Transtrend BV - 1,1261,2528,3795,5072,5360,6365,7648,8943,10238,10781,MSR,490,162
Transtrend BV - 1,1261,2528,3796,5072,5358,6365,7705,9220,10841,11454,MSR,767,225
Novo Nordisk b.v. - 1,1607,3139,4672,6240,6590,7835,9490,11323,13154,13924,M40,3579,712
Oostvoorne,1842,3843,5844,7879,8341,9925,12033,14278,16515,17613,M50,7108,815
Augsburg,1658,3327,4997,6712,7128,8687,10508,12475,14555,15392,M45,5500,933
Atrium MC parkstad Heerle,1672,3197,4722,6249,6602,7814,9406,11108,12935,13712,M50,3387,385
Atrium MC parkstad Heerle,1699,3473,5247,7092,7509,8978,10897,13075,15358,16283,M50,6398,734
Atrium MC parkstad Heerle,1347,2718,4090,5494,5798,6863,8184,9594,11080,11735,M40,977,202
Atrium MC parkstad Heerle,1141,2317,3493,4696,4968,5939,7197,8469,9761,10319,M45,297,22
Noordwijk Zh,1715,3458,5201,6947,7339,8720,10584,12471,14398,15226,MSR,5374,1045
Atrium MC parkstad Heerle,1246,2516,3787,5132,5432,6542,7990,9551,11138,11837,M35,1029,174
Atrium MC parkstad Heerle,1467,2885,4304,5697,6007,7106,8506,9905,11394,12030,M50,1311,122
Atrium MC parkstad Heerle,1399,2766,4134,5559,5888,7125,8734,10157,11580,12352,M40,1478,298
Atrium MC parkstad Heerle,1404,2792,4181,5606,5935,7114,8632,10521,12333,13043,M35,2207,346
Timpaan  / Haagatletiek -,1746,3514,5282,7061,7460,8848,10645,12630,14639,15512,M45,5863,977
Hera,1559,3097,4636,6168,6516,7718,9353,11249,13159,13945,M40,3657,724
Reutlingen,1357,2672,3988,5305,5602,6646,8004,9354,10792,11410,M60,788,2
SGS Horizon - 1,1407,2712,4017,5312,5602,6617,7928,9241,10722,11386,M40,777,156
Rotterdam Running Ambassa,1724,3497,5270,7046,7448,8844,10687,12630,14703,15598,M55,5653,297
Rotterdam,1403,2857,4312,5868,6232,7513,9240,11049,12944,13793,M40,3293,648
Rotterdam Running Ambassa,1670,3357,5045,6701,7066,8356,10015,11674,13380,14109,M60,3732,71
Rotterdam Running Ambassa,1242,2531,3820,5130,5425,6462,7786,9122,10486,11071,M40,603,113
Timpaan  / Haagatletiek -,1953,4052,6151,7932,8429,10234,12447,14766,17120,18079,M65,7319,69
Waterweg,1121,2247,3373,4530,4791,5712,6896,8115,9499,10038,M45,224,11
Timpaan  / Haagatletiek -,1750,3467,5185,6904,7278,8615,10348,12285,14530,15428,M35,5788,721
Rotterdam Running Ambassa,1687,3427,5167,6945,7340,8748,10836,12315,13807,14440,M35,4275,584
SGS Horizon - 1,1316,2643,3970,5296,5591,6625,7955,9320,10762,11384,M45,776,132
Rotterdam Running Ambassa,1419,2848,4278,5739,6066,7245,8795,10334,11891,12533,M40,1602,325
Rotterdam Running Ambassa,1421,2849,4278,5733,6050,7173,8638,10085,11526,12148,M40,1256,257
Timpaan  / Haagatletiek -,1763,3526,5290,7066,7459,8855,10644,12628,14639,15512,M55,5861,312
Timpaan  / Haagatletiek -,1745,3463,5181,6901,7273,8613,10355,12151,14055,14890,M45,5215,905
Rotterdam Running Ambassa,1748,3552,5356,7232,7674,9188,11185,13206,15220,16044,M45,6089,1027
Nieuwerkerk ad IJssel,1575,3209,4843,6522,6949,8300,10055,11851,13707,14420,M45,4233,757
Bergen Nh,1677,3374,5071,6777,7161,8479,10148,11790,13478,14180,M40,4192,821
Zorginst. Pieter van Fore,1480,2971,4463,5935,6276,7496,8971,10431,11991,12583,M45,1827,350
Vlaardingen,1670,3365,5061,6773,7158,8555,10322,12181,14314,15230,M50,5243,607
Havré,1530,3008,4487,5967,6307,7456,9185,10837,12761,13535,MSR,3063,661
Bergschenhoek,1668,3356,5044,6699,7065,8355,10013,11674,13326,14024,M45,3596,650
Rotterdam Running Ambassa,1674,3453,5233,7031,7433,8808,10561,12357,14273,15056,M50,5066,592
Zorginst. Pieter van Fore,1523,2996,4469,5959,6300,7462,9071,10629,12340,13002,M35,2344,372
Zorginst. Pieter van Fore,1504,2967,4430,5904,6231,7393,8896,10461,12126,12859,M50,2135,226
Wilmar Europe Holdings BV,1873,3741,5610,7655,8141,9802,12040,14382,16627,17534,M45,7163,1172
Maassluis,1619,3279,4939,6584,6949,8234,9851,11540,13278,14003,MSR,3931,813
Wilmar Europe Holdings BV,1711,3404,5097,6807,7171,8483,10206,11939,13719,14453,M35,4636,618
Wilmar Europe Holdings BV,1710,3414,5119,6923,7324,8742,10715,12713,14767,15652,MSR,5939,1120
SGS Horizon - 1,1910,3831,5752,7671,8106,9590,11866,14534,17418,18580,M50,7417,841
Belgium,1181,2376,3571,4805,5084,6104,7463,8856,10304,10959,M40,548,100
Cofely West Industrie - 1,1663,3348,5033,6701,7072,8391,10088,11804,13553,14282,M35,4087,565
Cofely West Industrie - 2,1559,3059,4560,6090,6427,7640,9178,10727,12300,12927,M50,2129,224
Cofely West Industrie - 2,1668,3380,5092,6826,7236,8586,10407,12227,14054,14809,M50,4939,579
Rotterdam Running Ambassa,1385,2766,4147,5526,5834,6906,8297,9777,11966,12804,M45,1948,365
Cofely West Industrie - 2,1668,3380,5093,6827,7236,8586,10407,12444,14584,15498,M50,5678,666
Rotterdam Running Ambassa,1389,2758,4128,5508,5812,6893,8290,9666,11028,11602,M55,853,13
Cofely West Industrie - 2,1668,3380,5092,6827,7235,8585,10409,12255,14454,15469,M45,5660,952
Dekker Tankopslag - 1,1450,2916,4383,5879,6216,7394,8914,10408,11952,12661,M45,1927,363
Dekker Tankopslag - 1,1612,3221,4830,6442,6807,8091,9743,11413,13293,14259,M35,4163,576
Total E&P Nederland - 1,1773,3556,5339,7092,7490,8892,10717,12750,15020,15990,M45,6307,1058
Penrhyn Bay,1521,3020,4520,6059,6413,7684,9403,11291,13330,14174,M40,3976,782
Capelle aan den IJssel,1625,3181,4738,6277,6646,7964,9785,11578,13453,14299,M50,4033,463
krve - 1,1517,2959,4402,5840,6163,7298,8757,10205,11659,12285,MSR,1443,357
krve - 1,1518,2960,4403,5842,6163,7299,8759,10207,11771,12487,MSR,1672,406
krve - 1,1518,2960,4403,5842,6162,7299,8759,10205,11660,12309,MSR,1465,360
Cofely West Industrie - 1,1436,2827,4218,5617,5969,7251,8903,10732,12912,13677,M40,3120,613
Cofely West Industrie - 2,1436,2826,4217,5605,5915,6978,8378,9867,11481,12175,M35,1297,226
Rotterdam Running Ambassa,1514,3064,4615,6205,6571,7831,9450,11125,12821,13531,M55,2876,127
Barendrecht,1731,3476,5221,7013,7420,8828,10698,12661,14674,15533,M50,5624,657
Van Lanschot Bankiers - 1,1440,2824,4209,5593,5913,7020,8451,10036,11549,12192,M40,1433,288
Claye-souilly,992,1990,2989,3998,4224,5023,6050,7073,8105,8557,MSR,44,38
São Paulo,1484,2965,4446,5935,6266,7432,8952,10490,12236,13099,M35,2466,386
Stockton Heath,1513,2941,4369,5751,6055,7133,8524,9927,11412,12063,MSR,1397,347
Timpaan  / Haagatletiek -,1746,3478,5211,7014,7415,8834,10619,12494,14535,15363,M60,5719,119
Van Lanschot Bankiers - 1,1495,2957,4420,5897,6230,7399,8871,10374,11971,12657,M45,1963,367
Hong Kong,1159,2335,3511,4702,4971,5930,7162,8403,9677,10226,MSR,266,117
Leme,1075,2197,3320,4490,4753,5664,6829,7965,9104,9557,MSR,137,77
Cargill bv - 1,1701,3418,5136,6829,7206,8536,10312,12270,14522,15519,M35,5779,720
Cargill bv - 1,1431,2877,4324,5765,6087,7191,8629,10050,11469,12023,MSR,1274,315
Transtrend BV - 1,1636,3303,4971,6594,6973,8299,10044,12099,14444,15302,M35,5591,708
Prins Hendrik,1634,3237,4841,6439,6800,8053,9652,11214,12827,13526,M50,3151,362
Prins Hendrik,1399,2730,4062,5402,5670,6742,8100,9467,10868,11471,M50,817,60
Hoensbroek,1589,3165,4741,6320,6658,7873,9432,10964,12482,13138,M40,2498,503
Rechtbank Rotterdam - 1,1639,3225,4811,6415,6938,8239,9943,11875,13718,14538,M45,4575,816
SBM Schiedam - 1,1399,2739,4080,5445,5746,6812,8162,9540,10904,11480,MSR,833,235
Schinveld,1603,3194,4786,6367,6723,7951,9525,11333,12994,13724,M35,3362,483
Sweikhuizen,1604,3181,4759,6325,6674,7903,9460,10986,12624,13287,MSR,2976,646
Klimmen,1603,3239,4876,6494,6980,8243,9863,11553,13484,14198,M35,4095,566
SBM Schiedam - 1,1432,2809,4187,5577,5884,6972,8374,9845,11401,12032,MSR,1237,306
SBM Schiedam - 1,1610,3202,4795,6315,6653,7799,9188,10650,12413,13204,M35,2529,392
Coca-Cola Enterprises - 1,1662,3328,4994,6659,7028,8302,9955,11628,13447,14223,M40,4092,806
Coca-Cola Enterprises - 1,1463,2846,4230,5638,5949,7086,8623,10233,11883,12552,M40,1810,366
Coca-Cola Enterprises - 1,1571,3071,4572,6103,6437,7612,9099,10577,12109,12775,M40,2197,441
Beuningen Gld,1573,3135,4698,6234,6576,7771,9359,11079,13074,13935,M45,3793,687
Coca-Cola Enterprises - 1,1464,2847,4230,5639,5943,7013,8414,9844,11306,11913,MSR,1205,298
Coca-Cola Enterprises - 2,1373,2638,3903,5206,5503,6528,7884,9250,10730,11394,M40,790,161
Nijmegen,1637,3281,4926,6586,6951,8274,9995,12097,14584,15585,M45,5984,1005
Coca-Cola Enterprises - 2,1658,3308,4959,6601,6962,8250,9971,11801,14512,15672,M40,6017,1095
Coca-Cola Enterprises - 2,1577,3160,4744,6348,6708,8023,9735,11575,13429,14244,M55,4119,193
Coca-Cola Enterprises - 2,1768,3512,5257,6995,7384,8772,10532,12230,14145,15046,MSR,5186,1015
Fortuna,1090,2177,3265,4345,4592,5448,6539,7667,8907,9491,M50,129,1
Nijmegen Atletiek,1327,2714,4102,5479,5826,6874,8307,9960,11736,12407,M45,1525,282
Villemoustaussou,1891,3523,5156,6848,7227,8571,10430,12810,15440,16211,M60,6420,147
Groningen Atletiek,1379,2715,4051,5385,5683,6740,8102,9506,10969,11572,M45,881,161
Rotterdam Running Ambassa,1635,3312,4989,6685,7068,8438,10099,11871,13777,14620,M50,4570,534
Nijmegen Atletiek,1783,3563,5343,7139,7547,8960,10776,12871,15136,16085,M60,6372,144
Rotterdam Running Ambassa,1770,3586,5402,7203,7603,9028,10826,12642,14489,15269,M55,5281,268
UWV - 1,1638,3242,4847,6458,6813,8060,9661,11264,12965,13706,M45,3390,609
Parthenon,1430,2866,4302,5818,6149,7338,8927,10629,12532,13369,M50,2621,282
Rotterdam Atletiek,1161,2334,3508,4727,5012,6038,7538,9661,12398,13287,M35,2495,390
Spirit Oud Beijerland,1628,3251,4874,6514,6891,8314,10649,13357,16129,17186,M45,6920,1146
Spirit Oud Beijerland,1774,3465,5157,6858,7242,8588,10296,12156,14430,15334,M50,5769,674
Ilion,1199,2420,3641,4872,5141,6096,7341,8703,10067,10633,M45,389,45
Rotterdam Atletiek,1291,2594,3898,5199,5499,6533,7870,9195,10553,11131,M40,624,120
Rotterdam Atletiek,1431,2788,4145,5507,5812,6885,8269,9653,11053,11654,M50,897,71
Rotterdam Atletiek,1136,2290,3444,4604,4868,5782,6998,8226,9521,10071,M35,230,49
Koge,1697,3319,4942,6531,6894,8129,9719,11312,12935,13663,M45,3430,621
Ronne,1666,3366,5067,6755,7143,8482,10170,11873,13620,14361,M50,4546,529
Odense,1527,3064,4601,6155,6500,7714,9298,10902,12545,13236,MSR,2871,628
Odense,1660,3283,4907,6512,6880,8159,9829,11906,14005,14869,MSR,5170,1013
Spirit Oud Beijerland,1838,3677,5516,7433,7900,9553,11808,14635,16954,17821,M50,7282,832
Phanos,1653,3321,4989,6648,7015,8302,9960,11636,13338,14061,M55,3730,171
Dutch Runners Basic,1647,3272,4898,6522,6880,8196,9912,11689,13597,14366,M45,4437,790
Tbilisi,1983,3936,5890,7871,8312,9821,11786,13970,16094,16986,M35,7011,811
Sprint,1625,3201,4777,6317,6669,7887,9469,11066,12742,13461,M40,2905,574
Bavel,1637,3259,4882,6539,6905,8170,9776,11510,13961,14908,M50,4951,581
Sprint,1663,3344,5026,6724,7107,8445,10054,11707,13523,14227,M40,4306,849
Golf Fitness Holland B.V.,1891,3820,5750,7774,8353,9880,11905,14030,16132,17033,M45,6866,1138
Sprint,1662,3344,5026,6724,7107,8444,10084,11830,13547,14216,M40,4283,846
Sprint,1625,3218,4812,6400,6756,7991,9601,11221,12938,13702,M50,3294,375
Sprint,1260,2528,3797,5056,5337,6322,7558,8811,10264,10952,M40,547,99
Sprint,1624,3200,4776,6316,6669,7886,9474,11064,12740,13462,M60,2912,52
Sprint,1520,3054,4588,6121,6461,7630,9100,10575,12061,12695,M35,2102,332
Rechtbank Rotterdam - 1,1133,2292,3452,4679,4957,6023,7366,8784,10215,10824,MSR,503,166
Vita Cellular Foams - 1,1652,3321,4991,6743,7130,8522,10359,12174,14132,15029,M45,5076,886
Sao Paulo,1171,2347,3523,4696,4961,5882,7084,8283,9476,9996,MSR,214,100
Dalen,1581,3192,4803,6443,6805,8086,9753,11591,13429,14234,M50,4289,498
Olne,1697,3357,5017,6685,7059,8370,10052,11642,13205,13833,M45,3697,676
Herve,1697,3355,5014,6684,7057,8369,10053,11665,13372,14160,M40,4230,828
's-Hertogenbosch,1703,3415,5128,6895,7285,8613,10234,11791,13360,14015,M40,3627,718
Amsterdam,1473,2956,4439,5971,6316,7527,9129,10966,12750,13513,M40,3160,621
Sprint,1626,3311,4996,6718,7098,8401,10046,11721,13713,14592,M50,4568,533
Spirit Oud Beijerland,1627,3250,4873,6514,6892,8137,9739,11391,13101,13839,M50,3405,388
Rotterdam Running Ambassa,1574,3191,4808,6464,6829,8103,9750,11416,13155,13932,M50,3463,393
AAC,1316,2663,4010,5403,5720,6816,8206,9631,11093,11731,M50,942,79
"Toyonaka, Osaka",1180,2353,3527,4721,4994,5961,7226,8615,10095,10704,MSR,455,154
Tokyo,1742,3432,5122,6848,7234,8575,10356,12216,14264,15331,M50,5467,638
Thuer,1434,2839,4244,5652,5972,7101,8600,10157,11753,12415,M35,1540,263
PAC,1846,3873,5901,7980,8476,10128,12270,14522,16771,17695,MSR,7126,1271
Rotterdam Atletiek,1188,2413,3638,4868,5140,6092,7313,8539,9786,10325,M45,293,21
Delft,1363,2640,3917,5192,5478,6477,7776,9058,10428,11069,MSR,608,191
Heemstede,1852,3738,5625,7505,7930,9422,11368,13628,15971,16957,M45,6905,1144
Heemstede,1851,3738,5625,7505,7931,9423,11370,13627,15972,16957,M45,6903,1142
Heemstede,1853,3739,5626,7505,7932,9422,11368,13623,15972,16958,M45,6904,1143
Vita Cellular Foams - 1,1467,2907,4347,5805,6128,7281,8755,10250,11761,12394,M40,1497,302
Brunssum,1752,3543,5335,7372,7792,9484,11636,13784,16671,17643,M50,7205,825
Arques,1242,2500,3759,5057,5343,6373,7708,9053,10492,11127,M45,622,101
Arques,1225,2438,3651,4888,5173,6170,7499,9190,10839,11565,M50,826,62
Arques,1324,2623,3922,5237,5550,6620,8056,9558,11199,11930,M45,1157,218
Arques,1211,2383,3556,4746,5015,5967,7219,8520,9938,10573,M40,363,69
Arques,1336,2692,4048,5394,5698,6802,8233,9900,11698,12440,M40,1569,320
ARQUES,1325,2639,3954,5314,5632,6773,8316,10524,12455,13224,M40,2502,505
Arques,1547,3078,4610,6154,6501,7730,9364,11247,13195,14002,M40,3831,758
Arques,1515,2985,4456,5940,6268,7417,8900,10385,11929,12560,M40,1821,368
Arques,1546,3088,4630,6163,6508,7708,9231,10778,12386,13051,M40,2430,486
Arques,1322,2621,3921,5237,5547,6619,8055,9557,11197,11929,M35,1159,201
Colmar,1583,3179,4776,6387,6752,8075,9800,11681,13814,14687,M50,4714,547
Niedermorschwihr,1399,2732,4066,5456,5765,6815,8195,9603,11124,11802,M45,1081,197
Colmar,1606,3180,4754,6299,6643,7877,9504,11163,13479,14256,M50,4169,482
Labaroche,1650,3302,4954,6603,7003,8338,10025,11690,13221,13932,M50,3622,413
Colmar,1604,3148,4693,6167,6497,7616,9036,10483,11993,12642,M45,1906,361
Colmar,1654,3314,4974,6634,7011,8324,10019,11809,13872,14741,M60,4859,93
Strasbourg,1633,3208,4783,6321,6672,7876,9439,10992,12520,13134,M40,2412,482
Colmar,1586,3158,4730,6354,6715,7966,9608,11302,13020,13746,M50,3265,372
Turckheim,1654,3313,4973,6634,7013,8324,10019,11809,13737,14512,M65,4581,31
Muntzenheim,1617,3209,4802,6417,6785,8068,9742,11511,13303,14044,M55,3800,177
"Ashbuton, Devon",1852,3772,5692,7665,8137,9848,12246,14808,17539,18504,M40,7414,1258
"Ashburton, Devon",1964,4010,6057,8165,8731,10414,12603,16151,18871,21592,M45,7540,1216
"Ashburton, Devon",1711,3510,5309,7108,7790,9670,12572,16147,18868,21590,MSR,7539,1340
"Ashburton, Devon",1671,3308,4946,6638,7054,8546,10420,12454,14641,15522,M40,6003,1092
Ashburton Devon,1837,3769,5702,7924,8407,10293,12538,14940,17233,18285,M40,7380,1255
"Ashburton, Devon",1712,3506,5300,7167,7640,9632,12398,14480,16843,17730,M35,7269,831
"Ashburton, Devon",1763,3520,5278,7082,7500,9103,11209,13593,16054,17061,MSR,7043,1260
"Ashburton, Devon",1624,3149,4675,6224,6568,7752,9276,10928,12535,13206,M35,3032,444
La Hulpe,1519,2974,4429,5910,6242,7396,8884,10386,11907,12543,M40,1729,351
AV Heythuysen,1367,2727,4087,5465,5771,6839,8210,9597,11037,11634,M55,929,18
Wageningen,1495,2973,4452,5930,6266,7418,8940,10416,11899,12499,M50,1743,172
Maastricht,1545,3063,4581,6111,6450,7642,9153,10747,12480,13171,M50,2407,258
Apeldoorn,1671,3309,4948,6597,6969,8265,9933,11590,13279,14012,M45,3856,697
Loopgroep PK,1509,3048,4587,6152,6494,7692,9234,10829,12619,13428,M55,2728,118
Apeldoorn,1671,3300,4929,6461,6798,7967,9461,10973,12500,13149,M50,2575,279
AV Gouda,1612,3191,4770,6369,6729,8012,9704,11448,13368,14186,M45,4027,726
Rotterdam,1622,3208,4795,6392,6752,8086,9831,11742,13708,14555,M40,4489,878
AV Heythuysen,1477,2931,4386,5866,6205,7382,8992,10807,12643,13328,M50,2897,322
Marcinelle,1110,2222,3335,4465,4724,5630,6854,8138,9437,10006,M40,216,29
Scherpenisse,1666,3284,4902,6528,6883,8150,9812,11463,13161,13890,M50,3490,396
Limoges,1376,2694,4013,5394,5719,6847,8338,9918,11482,12088,M45,1273,241
Venissieux,1072,2190,3309,4468,4728,5683,6935,8215,9546,10099,MSR,235,106
Venissieux,1058,2110,3162,4247,4497,5368,6536,7854,9284,9862,M35,187,38
Arpajon Sur Cere,1054,2102,3150,4210,4447,5286,6371,7447,8525,9006,MSR,83,61
Essey Les Nancy,1324,2640,3957,5305,5609,6686,8121,9593,11093,11724,M45,994,185
Essey Les Nancy,1443,2803,4164,5552,5889,7002,8472,9994,11626,12337,M45,1470,271
Loches,1802,3610,5418,7293,7715,9147,11000,12990,15008,15772,M50,6171,721
Bruxelles,1546,3111,4677,6312,6691,7978,9673,11365,13128,13861,M65,3398,20
Dutch Runners Basic,1575,3146,4717,6321,6699,7978,9656,11303,12907,13549,M40,3241,636
Dordrecht,1467,2918,4369,5810,6135,7284,8746,10157,11559,12093,M35,1230,216
Rotterdam,1546,3130,4715,6357,6715,7992,9690,11595,13550,14348,M45,4145,743
Vlaardingen,1554,3144,4734,6379,6755,8029,9795,11931,13974,14891,M40,4888,936
Spijkenisse,1448,2964,4481,6081,6419,7598,9365,11359,13429,14249,M45,3951,714
Pijnacker,1557,3131,4706,6340,6710,8033,9788,11571,13369,14095,M50,3693,421
Krimpen aan den IJssel,1737,3480,5224,6958,7346,8781,10768,13023,15448,16493,M45,6515,1084
Hardinxveld-Giessendam,1486,2978,4471,6004,6348,7592,9316,11385,13457,14313,M35,4062,562
Hellevoetsluis,1843,3868,5893,8064,8620,10400,12863,15347,17901,19059,M60,7430,193
Oud-Beijerland,1500,2978,4456,5934,6267,7420,8916,10466,12210,12928,M40,2076,418
Schiedam,1611,3340,5069,6869,7318,8840,10466,12169,13998,14815,M40,4795,923
Rotterdam,1634,3325,5016,6715,7098,8438,10129,11814,13542,14291,M40,4439,873
Nederland,1658,3362,5066,6722,7146,8506,10180,11873,13771,14535,M40,4695,904
De Koplopers,1670,3325,4981,6669,7048,8328,9937,11564,13241,13953,M40,3733,737
Ridderkerk,1800,3576,5352,7142,7537,8973,10951,13237,15360,16120,M40,6411,1146
Millingen aan de Rijn,1808,3588,5368,7141,7535,8943,10764,12625,14653,15508,M60,5795,124
Haarlem,1558,3010,4463,5935,6274,7473,9066,10888,13272,14146,M40,3902,769
Wirdum Fr,1598,3180,4762,6373,6714,7941,9528,11143,12876,13573,MSR,3030,659
Amstelveen,1696,3413,5130,6855,7244,8619,10412,12436,14477,15335,M35,5408,695
Oirsbeek,1468,2933,4399,5866,6193,7349,8827,10324,11880,12556,M45,1664,308
Houten,1369,2689,4010,5356,5662,6746,8169,9682,11263,11957,M40,1180,243
Amsterdam,1604,3200,4797,6419,6778,8153,10041,12010,14085,14933,M40,4985,945
Fit,1511,2974,4437,5900,6230,7443,8983,10682,12615,13363,M35,2867,422
's-Gravenhage,1809,3645,5482,7257,7745,9133,11080,12924,14957,15802,M55,6086,328
Leiden,1464,2869,4275,5742,6072,7253,8821,10496,12285,13075,M40,2264,451
's-Gravenhage,1809,3645,5481,7256,7744,9131,11079,12924,14956,15801,M35,6084,746
Zierikzee,1428,2808,4188,5579,5889,6971,8360,9765,11198,11796,M45,1042,191
Lisse,1241,2485,3730,4995,5276,6297,7613,8978,10393,10999,M50,566,37
KPN - 1,1241,2490,3740,5007,5290,6281,7567,8865,10200,10786,M45,489,72
KPN - 1,1241,2491,3741,5007,5291,6281,7569,8905,10335,10938,M45,540,85
KPN - 1,1355,2731,4108,5544,5888,7068,8715,12010,15305,16049,M50,6076,707
KPN - 1,1264,2509,3755,5017,5297,6296,7613,9001,10726,11479,M50,778,58
